segmentnr	original	analyzed	translated
['PA_pp_2.8:0.1']	Puggalapaññatti	puggala paññatti 	Description of Persons
['PA_pp_2.8:0.2']	Niddesa	niddesa 	The Niddesa
['PA_pp_2.8:0.3']	8. Aṭṭhakapuggalapaññatti	aṭṭhaka puggala paññatti 	The Description of the Eight Persons
['PA_pp_2.8:1.1']	Tattha katame cattāro maggasamaṅgino, cattāro phalasamaṅgino puggalā?	tattha katame cattāraḥ magga samaṅgino cattāro phala samaṅgino puggalā 	Herein, who are the four persons possessing the path and the four persons possessing the fruit?
['PA_pp_2.8:1.2']	Sotāpanno, sotāpattiphalasacchikiriyāya paṭipanno;	sotāpannaḥ sotāpatti phala sacchikiriyāya paṭipanno 	The stream-enterer, the one practising for realization of the fruit of stream-entry;
['PA_pp_2.8:1.3']	sakadāgāmī, sakadāgāmiphalasacchikiriyāya paṭipanno;	sakadāgāmī sakadāgāmi phala sacchikiriyāya paṭipannaḥ 	the once-returner, the one practising for realization of the fruit of once-returning;
['PA_pp_2.8:1.4']	anāgāmī, anāgāmiphalasacchikiriyāya paṭipanno;	anāgāmī anāgāmi phala sacchikiriyāya paṭipannaḥ 	the non-returner, the one practising for realization of the fruit of non-returning;
['PA_pp_2.8:1.5']	arahā, arahattaphalasacchikiriyāya paṭipanno;	arahā arahatta phala sacchikiriyāya paṭipannaḥ 	the perfected one, the one practising for realization of the fruit of perfection.
['PA_pp_2.8:1.6']	ime cattāro maggasamaṅgino, ime cattāro phalasamaṅgino puggalā.	ime cattāraḥ magga samaṅginaḥ ime cattāro phala samaṅginaḥ puggalā 	These are the four persons possessing the path and the four persons possessing the fruit.
['PA_pp_2.8:2.1']	Aṭṭhakaniddeso.	aṭṭhaka niddeso 	The Description of the Eight Persons is finished.
