segmentnr	original	analyzed	translated
['PA_kp_1:0.1']	Khuddakapāṭha 1	khuddaka pāṭha 	Khuddaka- pāṭha
['PA_kp_1:0.2']	Saraṇattaya	saraṇattaye 	The Three Refuges
['PA_kp_1:1.1', 'PA_kp_1:2.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.🔽Buddhaṁ saraṇaṁ gacchāmi,	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa  buddham saraṇam gacchāmi 	Homage to that Blessed One, perfected one, fully awakened Buddha.🔽I go for refuge to the Buddha,
['PA_kp_1:2.2']	Dhammaṁ saraṇaṁ gacchāmi,	dhammam saraṇam gacchāmi 	I go for refuge to the Dhamma,
['PA_kp_1:2.3', 'PA_kp_1:3.1']	Saṅghaṁ saraṇaṁ gacchāmi.🔽Dutiyampi buddhaṁ saraṇaṁ gacchāmi,	saṅgham saraṇam gacchāmi  dutiyam pi buddham saraṇam gacchāmi 	I go for refuge to the Saṅgha.🔽For a second time I go for refuge to the Buddha,
['PA_kp_1:3.2']	Dutiyampi dhammaṁ saraṇaṁ gacchāmi,	dutiyam pi dhammam saraṇam gacchāmi 	For a second time I go for refuge to the Dhamma,
['PA_kp_1:3.3', 'PA_kp_1:4.1']	Dutiyampi saṅghaṁ saraṇaṁ gacchāmi.🔽Tatiyampi buddhaṁ saraṇaṁ gacchāmi,	dutiyam pi saṅgham saraṇam gacchāmi  tatiyam pi buddham saraṇam gacchāmi 	For a second time I go for refuge to the Saṅgha.🔽For a third time I go for refuge to the Buddha,
['PA_kp_1:4.2']	Tatiyampi dhammaṁ saraṇaṁ gacchāmi,	tatiyam pi dhammam saraṇam gacchāmi 	For a third time I go for refuge to the Dhamma,
['PA_kp_1:4.3']	Tatiyampi saṅghaṁ saraṇaṁ gacchāmi.	saṅgham saraṇam gacchāmi 	For a third time I go for refuge to the Saṅgha.
['PA_kp_1:5.1']	Saraṇattayaṁ.	saraṇattaye 	The Three Refuges.
