segmentnr	original	analyzed	translated
['PA_pvr_1.7:0.1']	Parivāra	parivāra 	The Parivāra
['PA_pvr_1.7:0.2']	Bhikkhuvibhaṅga	bhikkhu vibhaṅga 	The chapter on the monks’ rules
['PA_pvr_1.7:0.3', 'PA_pvr_1.7:0.4']	Paṭhamabhāga🔽1.7 Samathavāra	paṭhama bhāga  samathavāra 	The first section🔽The section on settling of legal issues
['PA_pvr_1.7:1.1']	Methunaṁ dhammaṁ paṭisevantassa āpattiyo sattannaṁ samathānaṁ katihi samathehi sammanti?	methunam dhammam paṭisevantassa āpattiyaḥ sattannam samathānam katihi samathehi 	When it comes to the offenses for having sexual intercourse, through how many of the seven principles for settling legal issues are they settled?
['PA_pvr_1.7:1.2']	Methunaṁ dhammaṁ paṭisevantassa āpattiyo sattannaṁ samathānaṁ tīhi samathehi sammanti—	methunam dhammam paṭisevantassa āpattiyaḥ sattannam samathānam tīhi samathehi 	They are settled through three:
['PA_pvr_1.7:1.3']	siyā sammukhāvinayena ca paṭiññātakaraṇena ca, siyā sammukhāvinayena ca tiṇavatthārakena ca …pe….	siyā sammukhā vinayena ca paṭiññāta karaṇena ca siyā sammukhā vinayena ca tiṇavatthārakena ca pe 	through resolution face-to-face and through acting according to what has been admitted, and through resolution face-to-face and through covering over as if with grass.
['PA_pvr_1.7:2.1']	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karontassa āpatti sattannaṁ samathānaṁ katihi samathehi sammati?	anādariyam paṭicca udake uccāram vā passāvam vā kheḷam vā karontassa āpatti sattannam samathānam katihi samathehi sammati 	When it comes to the offense for, out of disrespect, defecating, urinating, or spitting in water, through how many of the seven principles for settling legal issues is it settled?
['PA_pvr_1.7:2.2']	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karontassa āpatti sattannaṁ samathānaṁ tīhi samathehi sammati—	anādariyam paṭicca udake uccāram vā passāvam vā kheḷam vā karontassa āpatti sattannam samathānam tīhi samathehi sammati 	It is settled through three:
['PA_pvr_1.7:2.3']	siyā sammukhāvinayena ca paṭiññātakaraṇena ca, siyā sammukhāvinayena ca tiṇavatthārakena ca.	siyā sammukhā vinayena ca paṭiññāta karaṇena ca siyā sammukhā vinayena ca tiṇavatthārakena ca 	through resolution face-to-face and through acting according to what has been admitted, and through resolution face-to-face and through covering over as if with grass.
['PA_pvr_1.7:3.1']	Samathavāro niṭṭhito sattamo.	samatha vāro niṭṭhitaḥ sattamaḥ 	The seventh section on settling of legal issues is finished.
