segmentnr	original	analyzed	translated
['PA_vv_68:0.1', 'PA_vv_68:0.2', 'PA_vv_68:0.3']	Vimānavatthu🔽Purisavimāna🔽Pāyāsivagga	vimāna vatthu  purisa vimāna  pāyāsivagga 	The Mansion on the Moon🔽The Male Mansion🔽The Chapter about Pāyāsi
['PA_vv_68:0.4']	4. Paṭhamaupassayadāyakavimānavatthu	paṭhama upassaya dāyaka vimāna vatthu 	The First Mansion of the Giver of the Uposatha Observance
['PA_vv_68:1.1', 'PA_vv_68:1.2']	“Cando yathā vigatavalāhake nabhe,🔽Obhāsayaṁ gacchati antalikkhe;	candaḥ yathā vigata valāhake nabhe  obhāsayam gacchati antalikkhe 	“Just as the moon in a cloudless sky
['PA_vv_68:1.3']	Tathūpamaṁ tuyhamidaṁ vimānaṁ,	tathūpamam tuyham idam 	Shines, illuminating the sky,🔽So too this your mansion
['PA_vv_68:1.4']	Obhāsayaṁ tiṭṭhati antalikkhe.	obhāsayam tiṭṭhati antalikkhe 	Shines, standing in the sky.
['PA_vv_68:2.1']	Deviddhipattosi mahānubhāvo,	deviddhipatto asi mahā anubhāvaḥ 	You have divine success and great power.
['PA_vv_68:2.2']	Manussabhūto kimakāsi puññaṁ;	manussa bhūtaḥ kim akāsi puñña 	As a human what merit did you make?
['PA_vv_68:2.3']	Kenāsi evaṁ jalitānubhāvo,	kena asi evam jalita anubhāvaḥ 	By what are you so radiant?
['PA_vv_68:2.4', 'PA_vv_68:3.1']	Vaṇṇo ca te sabbadisā pabhāsatī”ti.🔽So devaputto attamano,	vaṇṇaḥ ca te sabbadisā pabhāsati iti  saḥ deva puttaḥ atta mano 	Your beauty shines in all directions.”
['PA_vv_68:3.2']	…pe…	pe 	The deva was pleased and delighted…
['PA_vv_68:3.3']	yassa kammassidaṁ phalaṁ.	yassa kammassa idam 	… the result of that deed.
['PA_vv_68:4.1', 'PA_vv_68:4.2', 'PA_vv_68:4.3']	“Ahañca bhariyā ca manussaloke,🔽Upassayaṁ arahato adamha;🔽Annañca pānañca pasannacittā,	ahañca bhariyā ca manussa loke  upassayam arahataḥ adamha  annam ca pānam ca pasanna cittā 	“My wife and I, in the human realm,🔽gave an uposatha observance to a Worthy One.🔽With a serene mind, we gave
['PA_vv_68:4.4']	Sakkacca dānaṁ vipulaṁ adamha.	sakkat ca dānam vipulam adamha 	food and drink, a generous gift.
['PA_vv_68:5.1']	Tena metādiso vaṇṇo,	tena mā itādisaḥ vaṇṇaḥ 	Because of that, I have such beauty.
['PA_vv_68:5.2']	…pe…	pe 	…🔽…
['PA_vv_68:5.3']	Vaṇṇo ca me sabbadisā pabhāsatī”ti.	vaṇṇaḥ ca me sabbadisā pabhāsati iti 	My beauty shines in all directions.”
['PA_vv_68:6.1']	Paṭhamaupassayadāyakavimānaṁ catutthaṁ.	paṭhama aupassaya dāyaka vimānam 	The First Mansion of the Giver of the Uposatha Observance, the fourth.
