segmentnr	original	analyzed	translated
['PA_thig_5.3:0.1', 'PA_thig_5.3:0.2']	Therīgāthā 5.3🔽Pañcakanipāta	therīgāthā  pañcaka nipāta 	Verses of the Elder Nuns .🔽The Group of Fives
['PA_thig_5.3:0.3']	Sīhātherīgāthā	sīhātherīgāthā 	The Elder Nun Sīhā’s Verses
['PA_thig_5.3:1.1']	“Ayoniso manasikārā,	a yonisaḥ manasikārā 	Because of inappropriate attention,
['PA_thig_5.3:1.2']	kāmarāgena aṭṭitā;	kāmarāgena aṭṭitā 	I was tormented by lustful desire.
['PA_thig_5.3:1.3']	Ahosiṁ uddhatā pubbe,	ahosim uddhatā pubbe 	In the past I was restless,
['PA_thig_5.3:1.4']	citte avasavattinī.	citte avasavattinī 	not in control of my mind.
['PA_thig_5.3:2.1']	Pariyuṭṭhitā klesehi,	pariyuṭṭhitā klesehi 	I was overcome by defilements,
['PA_thig_5.3:2.2']	subhasaññānuvattinī;	subha saññā anuvattinī 	following the perception of beauty;
['PA_thig_5.3:2.3']	Samaṁ cittassa na labhiṁ,	samam cittassa na labhi 	I did not attain mental tranquility,
['PA_thig_5.3:2.4']	rāgacittavasānugā.	rāga citta vasā anugā 	following a mind full of lust.
['PA_thig_5.3:3.1']	Kisā paṇḍu vivaṇṇā ca,	kisā paṇḍu vivaṇṇā ca 	I became thin, pale, and haggard,
['PA_thig_5.3:3.2']	satta vassāni cārihaṁ;	satta vassāni cāriha 	and wandered for seven years.
['PA_thig_5.3:3.3']	Nāhaṁ divā vā rattiṁ vā,	na aham divā vā rattim vā 	Day and night,
['PA_thig_5.3:3.4']	sukhaṁ vindiṁ sudukkhitā.	sukham vindim su dukkhitā 	I did not find happiness, being very unhappy.
['PA_thig_5.3:4.1']	Tato rajjuṁ gahetvāna,	tatas rajjum 	Then, taking a rope,
['PA_thig_5.3:4.2']	pāvisiṁ vanamantaraṁ;	pāvisim vanamantara 	I entered the forest.
['PA_thig_5.3:4.3']	Varaṁ me idha ubbandhaṁ,	varam me idhas ubbandha 	It would be better for me to hang myself here
['PA_thig_5.3:4.4', 'PA_thig_5.3:5.1', 'PA_thig_5.3:5.2']	yañca hīnaṁ punācare.🔽Daḷhapāsaṁ karitvāna,🔽rukkhasākhāya bandhiya;	yat ca hīnam punar ācare  daḷha pāsam karitvāna  rukkha sākhāya 	than to live a low life again.🔽Making a strong noose,🔽and tying it to a tree branch,
['PA_thig_5.3:5.3']	Pakkhipiṁ pāsaṁ gīvāyaṁ,	pakkhipim pāsam gīvāya 	I put the noose around my neck,
['PA_thig_5.3:5.4']	atha cittaṁ vimucci me”ti.	atha cittam vimucci mā iti 	and then my mind was liberated.”
['PA_thig_5.3:6.1']	… Sīhā therī ….	sīhā therī 	… the elder nun Sīhā …
