segmentnr	original	analyzed	translated
['PA_bu-vb_pd3:0.1']	Theravāda Vinaya	thera vāda vinaya 	The Pāṭimokkha of the Theravāda Vinaya
['PA_bu-vb_pd3:0.2']	Mahāvibhaṅga	mahāvibhaṅga 	The Great Analysis
['PA_bu-vb_pd3:0.3']	Pāṭidesanīyakaṇḍa	pāṭidesanīya kaṇḍa 	The chapter on offenses entailing acknowledgment
['PA_bu-vb_pd3:0.4']	3. Tatiyapāṭidesanīyasikkhāpada	     	The third training rule on acknowledgment
['PA_bu-vb_pd3:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	At one time the Buddha was staying at Sāvatthī in the Jeta Grove, Anāthapiṇḍika’s Monastery.
['PA_bu-vb_pd3:1.2']	Tena kho pana samayena sāvatthiyaṁ aññataraṁ kulaṁ ubhatopasannaṁ hoti.	tena kho pana samayena sāvatthiyam aññataram kulam ubhatas upasannam hoti 	At that time in Sāvatthī there was a family that was devoted to the Buddha.
['PA_bu-vb_pd3:1.3']	Saddhāya vaḍḍhati, bhogena hāyati, yaṁ tasmiṁ kule uppajjati purebhattaṁ khādanīyaṁ vā bhojanīyaṁ vā taṁ sabbaṁ bhikkhūnaṁ vissajjetvā appekadā anasitā acchanti.	saddhāya vaḍḍhati bhogena hāyati yam tasmim kule uppajjati purebhattam khādanīyam vā bhojanīyam vā tam sabbam bhikkhūnam vissajjetvā appekadā an asitāḥ acchanti 	They were wealthy, but they were stingy. Whatever fresh or cooked food was produced in that family was given to the monks, and sometimes they ate without sharing it.
['PA_bu-vb_pd3:1.4']	Manussā ujjhāyanti khiyyanti vipācenti—	manussāḥ ujjhāyanti khiyyanti vipācenti 	People complained and criticized them,
['PA_bu-vb_pd3:1.5']	“kathañhi nāma samaṇā sakyaputtiyā na mattaṁ jānitvā paṭiggahessanti.	katham hi nāma samaṇāḥ sakyaputtiyāḥ na mattam jānitvā paṭiggahessanti 	“How can the Sakyan monastics not know moderation and accept so much?
['PA_bu-vb_pd3:1.6']	Ime imesaṁ datvā appekadā anasitā acchantī”ti.	ime da tvāḥ appekadāḥ an asitāḥ acchanti iti 	They give to us, but sometimes we don’t even get to eat it.”
